path	classification	basis
docs/pr-media/issue-1617/after.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/issue-1617/before.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/issue-1618/after.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/issue-1618/before.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/issue-2508/session-pinned-sidebar.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/issue-2728/clarify-collapsed.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/issue-2728/clarify-expanded.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/live-timeline-session-restore/after-live-timeline-preserved.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/live-timeline-session-restore/before-session-switch-rebuild.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/offline-banner-warning-theme/after-sienna-light.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/offline-banner-warning-theme/before-after-dark-poseidon-comparison.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/offline-banner-warning-theme/before-after-light-sienna-comparison.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/offline-banner-warning-theme/before-sienna-light.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/sidebar-hover-drag/after-hover-qa.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/uiux-theme-demo-controls/after-index.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/uiux-theme-demo-controls/after-two-stage.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/uiux-theme-demo-controls/before-index.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/uiux-theme-demo-controls/before-two-stage.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/update-summary-category-dedup/duplicate-summary-after.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/update-summary-category-dedup/duplicate-summary-before.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/update-summary-category-dedup/large-range-after.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/pr-media/update-summary-category-dedup/large-range-before.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/remote-access.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/remote-workspaces.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/README.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/agent-source-boundary.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/canonical-session-resolution.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/hermes-run-adapter-contract.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/live-to-final-assistant-replies.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/session-sse-contract-v1.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/stable-assistant-turn-anchors.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/transparent-stream-activity-mode.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/turn-journal.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/webui-pending-intent-controls.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/rfcs/webui-run-state-consistency-contract.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/sse-streams.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/supervisor.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/troubleshooting.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/brand/desktop-decision-board.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/brand/desktop-dock-mockup.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/brand/desktop-variants.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/brand/webui-logo-dark-light.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/evidence/pr4024-transparent-stream-dark.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/evidence/pr4024-transparent-stream-light.png	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/index.html	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/ui-ux/two-stage-proposal.html	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/why-hermes.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/workspace-git.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
docs/wsl-autostart.md	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
